filename,actual,predicted,confidence,correct
patch_25_43.tif,field,non_field,84.89%,False
patch_25_44.tif,field,non_field,79.36%,False
patch_25_45.tif,field,non_field,53.92%,False
patch_25_46.tif,field,field,69.52%,True
patch_25_47.tif,field,non_field,55.85%,False
patch_25_8.tif,field,field,81.06%,True
patch_25_9.tif,field,field,68.88%,True
patch_26_10.tif,field,field,78.79%,True
patch_26_11.tif,field,field,50.13%,True
patch_26_12.tif,field,field,78.74%,True
patch_26_13.tif,field,field,69.86%,True
patch_26_14.tif,field,field,85.53%,True
patch_26_15.tif,field,field,89.19%,True
patch_26_16.tif,field,field,95.68%,True
patch_26_17.tif,field,field,94.66%,True
patch_26_18.tif,field,field,95.89%,True
patch_26_19.tif,field,field,64.47%,True
patch_26_20.tif,field,field,93.31%,True
patch_26_21.tif,field,field,61.94%,True
patch_26_22.tif,field,field,63.42%,True
patch_26_23.tif,field,field,60.67%,True
patch_26_24.tif,field,field,65.14%,True
patch_26_25.tif,field,field,67.05%,True
patch_26_26.tif,field,non_field,51.43%,False
patch_26_27.tif,field,field,50.85%,True
patch_26_28.tif,field,non_field,50.68%,False
patch_26_29.tif,field,non_field,53.07%,False
patch_26_30.tif,field,non_field,58.32%,False
patch_26_31.tif,field,field,54.44%,True
patch_26_32.tif,field,non_field,68.94%,False
patch_26_33.tif,field,non_field,77.22%,False
patch_26_34.tif,field,non_field,66.75%,False
patch_26_35.tif,field,field,50.29%,True
patch_26_36.tif,field,field,67.63%,True
patch_26_37.tif,field,non_field,77.36%,False
patch_26_38.tif,field,field,52.01%,True
patch_26_39.tif,field,non_field,65.99%,False
patch_26_40.tif,field,non_field,76.24%,False
patch_26_41.tif,field,non_field,75.28%,False
patch_26_42.tif,field,non_field,56.14%,False
patch_26_43.tif,field,non_field,90.28%,False
patch_26_44.tif,field,field,67.80%,True
patch_26_45.tif,field,field,73.87%,True
patch_26_46.tif,field,field,64.60%,True
patch_26_7.tif,field,non_field,71.18%,False
patch_26_8.tif,field,field,81.72%,True
patch_26_9.tif,field,field,91.52%,True
patch_27_10.tif,field,field,59.57%,True
patch_27_11.tif,field,non_field,54.52%,False
patch_27_12.tif,field,field,76.52%,True
patch_27_13.tif,field,field,83.05%,True
patch_27_14.tif,field,field,65.56%,True
patch_27_15.tif,field,field,82.28%,True
patch_27_16.tif,field,field,62.11%,True
patch_27_17.tif,field,field,56.23%,True
patch_27_18.tif,field,field,68.58%,True
patch_27_19.tif,field,field,86.92%,True
patch_27_20.tif,field,field,91.20%,True
patch_27_21.tif,field,field,81.13%,True
patch_27_22.tif,field,field,80.39%,True
patch_27_23.tif,field,field,67.56%,True
patch_27_24.tif,field,field,84.32%,True
patch_27_25.tif,field,field,71.07%,True
patch_27_26.tif,field,non_field,73.92%,False
patch_27_27.tif,field,non_field,54.24%,False
patch_27_28.tif,field,field,66.87%,True
patch_27_29.tif,field,field,57.30%,True
patch_27_30.tif,field,field,65.13%,True
patch_27_31.tif,field,field,73.11%,True
patch_27_32.tif,field,non_field,89.16%,False
patch_27_33.tif,field,non_field,71.74%,False
patch_27_34.tif,field,non_field,72.42%,False
patch_27_35.tif,field,non_field,68.02%,False
patch_27_36.tif,field,field,60.34%,True
patch_27_37.tif,field,field,54.23%,True
patch_27_38.tif,field,non_field,82.71%,False
patch_27_39.tif,field,non_field,89.16%,False
patch_27_40.tif,field,non_field,74.57%,False
patch_27_41.tif,field,field,52.63%,True
patch_27_42.tif,field,non_field,64.15%,False
patch_27_43.tif,field,field,68.02%,True
patch_27_44.tif,field,field,81.44%,True
patch_27_45.tif,field,field,64.85%,True
patch_27_46.tif,field,field,80.61%,True
patch_27_47.tif,field,non_field,55.81%,False
patch_27_8.tif,field,field,63.06%,True
patch_27_9.tif,field,field,78.10%,True
patch_28_10.tif,field,non_field,61.88%,False
patch_28_11.tif,field,field,53.76%,True
patch_28_12.tif,field,field,74.14%,True
patch_28_13.tif,field,field,71.05%,True
patch_28_14.tif,field,non_field,57.57%,False
patch_28_15.tif,field,non_field,78.61%,False
patch_28_16.tif,field,field,74.67%,True
patch_28_17.tif,field,field,85.99%,True
patch_28_18.tif,field,non_field,67.38%,False
patch_28_19.tif,field,non_field,65.58%,False
patch_28_20.tif,field,field,56.36%,True
patch_28_21.tif,field,field,81.51%,True
patch_28_22.tif,field,field,61.63%,True
patch_28_23.tif,field,field,63.37%,True
patch_28_24.tif,field,field,53.44%,True
patch_28_25.tif,field,field,55.82%,True
patch_28_26.tif,field,non_field,84.89%,False
patch_28_27.tif,field,non_field,50.99%,False
patch_28_28.tif,field,non_field,58.36%,False
patch_28_29.tif,field,non_field,61.98%,False
patch_28_30.tif,field,non_field,80.71%,False
patch_28_31.tif,field,non_field,56.34%,False
patch_28_32.tif,field,non_field,86.39%,False
patch_28_33.tif,field,field,59.49%,True
patch_28_34.tif,field,field,62.48%,True
patch_28_35.tif,field,field,81.46%,True
patch_28_36.tif,field,field,77.70%,True
patch_28_37.tif,field,non_field,75.55%,False
patch_28_38.tif,field,non_field,97.70%,False
patch_28_39.tif,field,non_field,84.39%,False
patch_28_40.tif,field,non_field,83.25%,False
patch_28_41.tif,field,field,57.36%,True
patch_28_42.tif,field,field,56.74%,True
patch_28_43.tif,field,field,56.51%,True
patch_28_44.tif,field,non_field,54.62%,False
patch_28_45.tif,field,non_field,71.20%,False
patch_28_46.tif,field,non_field,53.09%,False
patch_28_8.tif,field,field,66.26%,True
patch_28_9.tif,field,non_field,62.36%,False
patch_29_10.tif,field,field,66.45%,True
patch_29_11.tif,field,field,78.42%,True
patch_29_12.tif,field,field,58.38%,True
patch_29_13.tif,field,non_field,58.75%,False
patch_29_14.tif,field,field,57.66%,True
patch_29_15.tif,field,field,59.79%,True
patch_29_16.tif,field,field,50.46%,True
patch_29_17.tif,field,non_field,80.74%,False
patch_29_18.tif,field,field,62.22%,True
patch_29_19.tif,field,field,64.08%,True
patch_29_20.tif,field,non_field,51.21%,False
patch_29_21.tif,field,non_field,51.38%,False
patch_29_22.tif,field,non_field,55.59%,False
patch_29_23.tif,field,field,52.28%,True
patch_29_24.tif,field,field,86.14%,True
patch_29_25.tif,field,non_field,85.77%,False
patch_29_26.tif,field,non_field,74.76%,False
patch_29_27.tif,field,field,70.02%,True
patch_29_28.tif,field,field,55.72%,True
patch_29_29.tif,field,non_field,64.21%,False
patch_29_30.tif,field,non_field,62.89%,False
patch_29_31.tif,field,non_field,61.23%,False
patch_29_32.tif,field,non_field,56.84%,False
patch_29_33.tif,field,non_field,92.14%,False
patch_29_34.tif,field,non_field,65.76%,False
patch_29_35.tif,field,field,54.04%,True
patch_29_36.tif,field,non_field,81.90%,False
patch_29_37.tif,field,non_field,97.53%,False
patch_29_38.tif,field,non_field,79.86%,False
patch_29_39.tif,field,non_field,67.48%,False
patch_29_40.tif,field,field,58.70%,True
patch_29_41.tif,field,non_field,80.33%,False
patch_29_42.tif,field,non_field,50.33%,False
patch_29_43.tif,field,non_field,67.01%,False
patch_29_44.tif,field,non_field,53.06%,False
patch_29_45.tif,field,non_field,80.55%,False
patch_29_46.tif,field,non_field,55.54%,False
patch_29_47.tif,field,non_field,62.58%,False
patch_30_10.tif,field,field,51.47%,True
patch_30_11.tif,field,field,62.71%,True
patch_30_12.tif,field,field,68.31%,True
patch_30_13.tif,field,non_field,82.64%,False
patch_30_14.tif,field,field,51.04%,True
patch_30_15.tif,field,field,66.45%,True
patch_30_16.tif,field,field,83.28%,True
patch_30_17.tif,field,field,59.49%,True
patch_30_18.tif,field,field,86.60%,True
patch_30_19.tif,field,field,86.47%,True
patch_30_2.tif,field,non_field,74.60%,False
patch_30_20.tif,field,field,67.85%,True
patch_30_21.tif,field,non_field,67.80%,False
patch_30_22.tif,field,field,72.68%,True
patch_30_23.tif,field,field,62.33%,True
patch_30_24.tif,field,field,68.80%,True
patch_30_25.tif,field,field,70.74%,True
patch_30_26.tif,field,non_field,65.24%,False
patch_30_27.tif,field,non_field,68.56%,False
patch_30_28.tif,field,field,50.73%,True
patch_30_29.tif,field,non_field,57.83%,False
patch_30_30.tif,field,non_field,63.95%,False
patch_30_31.tif,field,non_field,76.40%,False
patch_30_32.tif,field,non_field,69.19%,False
patch_30_33.tif,field,non_field,75.96%,False
patch_30_34.tif,field,non_field,71.49%,False
patch_30_35.tif,field,field,68.22%,True
patch_30_36.tif,field,field,64.53%,True
patch_30_37.tif,field,non_field,72.21%,False
patch_30_38.tif,field,non_field,67.57%,False
patch_30_39.tif,field,non_field,70.42%,False
patch_30_40.tif,field,field,79.53%,True
patch_30_41.tif,field,non_field,93.64%,False
patch_30_42.tif,field,non_field,76.51%,False
patch_30_43.tif,field,non_field,58.80%,False
patch_30_44.tif,field,non_field,66.51%,False
patch_30_45.tif,field,non_field,65.87%,False
patch_30_46.tif,field,field,57.16%,True
patch_30_47.tif,field,non_field,82.65%,False
patch_30_59.tif,field,non_field,99.78%,False
patch_30_7.tif,field,field,75.47%,True
patch_30_8.tif,field,field,78.18%,True
patch_30_9.tif,field,field,63.65%,True
patch_31_10.tif,field,non_field,54.05%,False
patch_31_11.tif,field,field,89.79%,True
patch_31_12.tif,field,field,51.84%,True
patch_31_13.tif,field,field,84.64%,True
patch_31_14.tif,field,field,69.90%,True
patch_31_15.tif,field,non_field,64.08%,False
patch_31_16.tif,field,field,57.28%,True
patch_31_17.tif,field,field,76.81%,True
patch_31_18.tif,field,non_field,62.83%,False
patch_31_19.tif,field,non_field,64.20%,False
patch_31_20.tif,field,field,83.63%,True
patch_31_21.tif,field,field,78.39%,True
patch_31_22.tif,field,field,82.89%,True
patch_31_23.tif,field,field,78.76%,True
patch_31_24.tif,field,non_field,50.32%,False
patch_31_25.tif,field,field,63.71%,True
patch_31_26.tif,field,non_field,69.78%,False
patch_31_27.tif,field,field,54.13%,True
patch_31_28.tif,field,field,59.95%,True
patch_31_29.tif,field,non_field,56.16%,False
patch_31_30.tif,field,non_field,60.31%,False
patch_31_31.tif,field,non_field,68.29%,False
patch_31_32.tif,field,non_field,64.62%,False
patch_31_33.tif,field,non_field,59.16%,False
patch_31_34.tif,field,field,50.87%,True
patch_31_35.tif,field,field,67.59%,True
patch_31_36.tif,field,field,57.01%,True
patch_31_37.tif,field,non_field,82.93%,False
patch_31_38.tif,field,non_field,62.94%,False
patch_31_39.tif,field,non_field,51.72%,False
patch_31_40.tif,field,non_field,64.00%,False
patch_31_41.tif,field,field,71.98%,True
patch_31_42.tif,field,non_field,62.49%,False
patch_31_43.tif,field,non_field,61.22%,False
patch_31_44.tif,field,non_field,78.37%,False
patch_31_45.tif,field,field,55.82%,True
patch_31_46.tif,field,field,84.28%,True
patch_31_47.tif,field,field,86.37%,True
patch_31_7.tif,field,field,85.31%,True
patch_31_8.tif,field,field,66.81%,True
patch_31_9.tif,field,field,59.36%,True
patch_32_10.tif,field,field,53.01%,True
patch_32_11.tif,field,field,75.39%,True
patch_32_12.tif,field,field,56.86%,True
patch_32_13.tif,field,field,61.46%,True
patch_32_14.tif,field,non_field,63.08%,False
patch_32_15.tif,field,field,62.99%,True
patch_32_16.tif,field,field,69.30%,True
patch_32_17.tif,field,non_field,68.77%,False
patch_32_18.tif,field,field,71.73%,True
patch_32_19.tif,field,field,57.43%,True
patch_32_20.tif,field,field,75.12%,True
patch_32_21.tif,field,field,60.52%,True
patch_32_22.tif,field,field,53.98%,True
patch_32_23.tif,field,non_field,60.72%,False
patch_32_24.tif,field,non_field,92.40%,False
patch_32_25.tif,field,field,50.75%,True
patch_32_26.tif,field,non_field,53.11%,False
patch_32_27.tif,field,field,64.08%,True
patch_32_28.tif,field,non_field,60.51%,False
patch_32_29.tif,field,non_field,54.24%,False
patch_32_30.tif,field,field,62.14%,True
patch_32_31.tif,field,non_field,54.08%,False
patch_32_32.tif,field,non_field,74.05%,False
patch_32_33.tif,field,non_field,79.23%,False
patch_32_34.tif,field,non_field,59.97%,False
patch_32_35.tif,field,non_field,68.95%,False
patch_32_36.tif,field,non_field,63.78%,False
patch_32_37.tif,field,non_field,66.75%,False
patch_32_38.tif,field,non_field,51.90%,False
patch_32_39.tif,field,non_field,62.74%,False
patch_32_40.tif,field,non_field,60.07%,False
patch_32_41.tif,field,non_field,73.63%,False
patch_32_42.tif,field,non_field,66.32%,False
patch_32_43.tif,field,non_field,57.66%,False
patch_32_44.tif,field,field,56.92%,True
patch_32_45.tif,field,field,80.83%,True
patch_32_46.tif,field,field,85.26%,True
patch_32_50.tif,field,non_field,98.32%,False
patch_32_51.tif,field,non_field,99.77%,False
patch_32_52.tif,field,non_field,99.55%,False
patch_32_53.tif,field,non_field,80.57%,False
patch_32_8.tif,field,field,81.28%,True
patch_32_9.tif,field,field,73.62%,True
patch_33_10.tif,field,field,66.01%,True
patch_33_11.tif,field,field,65.95%,True
patch_33_12.tif,field,field,54.91%,True
patch_33_13.tif,field,non_field,57.35%,False
patch_33_14.tif,field,non_field,60.25%,False
patch_33_15.tif,field,non_field,56.25%,False
patch_33_16.tif,field,field,62.54%,True
patch_33_17.tif,field,non_field,57.95%,False
patch_33_18.tif,field,field,94.90%,True
patch_33_19.tif,field,field,75.00%,True
patch_33_20.tif,field,field,59.63%,True
patch_33_21.tif,field,field,65.41%,True
patch_33_22.tif,field,field,73.38%,True
patch_33_23.tif,field,non_field,59.34%,False
patch_33_24.tif,field,non_field,74.27%,False
patch_33_25.tif,field,field,69.45%,True
patch_33_26.tif,field,non_field,63.69%,False
patch_33_27.tif,field,field,82.41%,True
patch_33_28.tif,field,field,50.30%,True
patch_33_29.tif,field,non_field,74.03%,False
patch_33_30.tif,field,field,60.61%,True
patch_33_31.tif,field,field,63.16%,True
patch_33_32.tif,field,field,68.78%,True
patch_33_33.tif,field,non_field,80.67%,False
patch_33_34.tif,field,non_field,54.40%,False
patch_33_35.tif,field,non_field,70.45%,False
patch_33_36.tif,field,field,71.65%,True
patch_33_37.tif,field,field,51.62%,True
patch_33_38.tif,field,non_field,61.18%,False
patch_33_39.tif,field,field,58.19%,True
patch_33_40.tif,field,non_field,90.64%,False
patch_33_41.tif,field,non_field,75.15%,False
patch_33_42.tif,field,field,63.27%,True
patch_33_43.tif,field,field,52.05%,True
patch_33_44.tif,field,field,77.97%,True
patch_33_45.tif,field,non_field,51.27%,False
patch_33_46.tif,field,non_field,52.34%,False
patch_33_47.tif,field,field,83.52%,True
patch_33_7.tif,field,field,90.61%,True
patch_33_8.tif,field,field,89.57%,True
patch_33_9.tif,field,field,74.41%,True
patch_34_10.tif,field,field,59.03%,True
patch_34_11.tif,field,field,79.87%,True
patch_34_12.tif,field,field,77.95%,True
patch_34_13.tif,field,field,91.13%,True
patch_34_14.tif,field,field,88.14%,True
patch_34_15.tif,field,field,91.65%,True
patch_34_16.tif,field,field,87.30%,True
patch_34_17.tif,field,field,80.11%,True
patch_34_18.tif,field,field,73.71%,True
patch_34_19.tif,field,field,69.34%,True
patch_34_20.tif,field,field,73.57%,True
patch_34_21.tif,field,field,66.25%,True
patch_34_22.tif,field,field,75.28%,True
patch_34_23.tif,field,non_field,65.79%,False
patch_34_24.tif,field,non_field,55.12%,False
patch_34_25.tif,field,non_field,57.64%,False
patch_34_26.tif,field,non_field,56.34%,False
patch_34_27.tif,field,field,76.14%,True
patch_34_28.tif,field,non_field,54.12%,False
patch_34_29.tif,field,non_field,85.35%,False
patch_34_30.tif,field,field,54.41%,True
patch_34_31.tif,field,field,63.47%,True
patch_34_32.tif,field,non_field,61.80%,False
patch_34_33.tif,field,field,52.54%,True
patch_34_34.tif,field,field,71.43%,True
patch_34_35.tif,field,field,53.85%,True
patch_34_36.tif,field,field,55.40%,True
patch_34_37.tif,field,field,55.63%,True
patch_34_38.tif,field,field,75.50%,True
patch_34_39.tif,field,field,80.61%,True
patch_34_40.tif,field,non_field,73.22%,False
patch_34_41.tif,field,non_field,50.31%,False
patch_34_42.tif,field,field,77.13%,True
patch_34_43.tif,field,non_field,50.69%,False
patch_34_44.tif,field,field,67.34%,True
patch_34_45.tif,field,field,89.29%,True
patch_34_46.tif,field,field,71.79%,True
patch_34_7.tif,field,non_field,66.15%,False
patch_34_8.tif,field,field,84.99%,True
patch_34_9.tif,field,field,89.86%,True
patch_35_10.tif,field,field,85.13%,True
patch_35_11.tif,field,field,82.63%,True
patch_35_12.tif,field,field,85.29%,True
patch_35_13.tif,field,field,92.98%,True
patch_35_14.tif,field,field,99.10%,True
patch_35_15.tif,field,field,90.24%,True
patch_35_16.tif,field,non_field,66.71%,False
patch_35_17.tif,field,field,57.53%,True
patch_35_18.tif,field,non_field,50.11%,False
patch_35_19.tif,field,field,69.84%,True
patch_35_20.tif,field,field,65.04%,True
patch_35_21.tif,field,field,69.66%,True
patch_35_22.tif,field,field,72.85%,True
patch_35_23.tif,field,field,66.01%,True
patch_35_24.tif,field,field,69.12%,True
patch_35_25.tif,field,field,53.85%,True
patch_35_26.tif,field,field,64.15%,True
patch_35_27.tif,field,field,74.44%,True
patch_35_28.tif,field,non_field,76.56%,False
patch_35_29.tif,field,field,51.28%,True
patch_35_30.tif,field,field,78.47%,True
patch_35_31.tif,field,field,64.83%,True
patch_35_32.tif,field,non_field,73.46%,False
patch_35_33.tif,field,non_field,77.77%,False
patch_35_34.tif,field,non_field,66.97%,False
patch_35_35.tif,field,non_field,76.16%,False
patch_35_36.tif,field,non_field,83.37%,False
patch_35_37.tif,field,non_field,67.32%,False
patch_35_38.tif,field,field,65.53%,True
patch_35_39.tif,field,non_field,78.58%,False
patch_35_40.tif,field,non_field,72.93%,False
patch_35_41.tif,field,non_field,58.42%,False
patch_35_42.tif,field,non_field,68.69%,False
patch_35_43.tif,field,field,54.61%,True
patch_35_44.tif,field,non_field,65.35%,False
patch_35_45.tif,field,field,59.81%,True
patch_35_46.tif,field,field,55.37%,True
patch_35_7.tif,field,field,69.25%,True
patch_35_8.tif,field,field,96.26%,True
patch_35_9.tif,field,field,89.81%,True
patch_36_10.tif,field,field,87.66%,True
patch_36_11.tif,field,field,79.27%,True
patch_36_12.tif,field,field,87.08%,True
patch_36_13.tif,field,field,55.34%,True
patch_36_14.tif,field,field,71.43%,True
patch_36_15.tif,field,field,87.97%,True
patch_36_16.tif,field,non_field,57.09%,False
patch_36_17.tif,field,field,95.37%,True
patch_36_18.tif,field,field,83.36%,True
patch_36_19.tif,field,field,62.06%,True
patch_36_20.tif,field,field,85.81%,True
patch_36_21.tif,field,field,93.15%,True
patch_36_22.tif,field,field,93.08%,True
patch_36_23.tif,field,field,69.38%,True
patch_36_24.tif,field,non_field,59.83%,False
patch_36_25.tif,field,field,57.53%,True
patch_36_26.tif,field,non_field,59.01%,False
patch_36_27.tif,field,field,75.89%,True
patch_36_28.tif,field,field,50.97%,True
patch_36_29.tif,field,field,61.80%,True
patch_36_30.tif,field,field,56.89%,True
patch_36_31.tif,field,non_field,52.74%,False
patch_36_32.tif,field,non_field,61.47%,False
patch_36_33.tif,field,field,51.06%,True
patch_36_34.tif,field,field,56.83%,True
patch_36_35.tif,field,field,66.34%,True
patch_36_36.tif,field,field,84.08%,True
patch_36_37.tif,field,field,69.55%,True
patch_36_38.tif,field,non_field,51.96%,False
patch_36_39.tif,field,non_field,66.55%,False
patch_36_40.tif,field,non_field,74.41%,False
patch_36_41.tif,field,non_field,72.47%,False
patch_36_42.tif,field,non_field,70.12%,False
patch_36_43.tif,field,field,51.43%,True
patch_36_44.tif,field,field,68.85%,True
patch_36_45.tif,field,non_field,58.93%,False
patch_36_46.tif,field,field,68.29%,True
patch_36_7.tif,field,field,68.19%,True
patch_36_8.tif,field,field,83.09%,True
patch_37_10.tif,field,field,63.88%,True
patch_37_11.tif,field,field,84.45%,True
patch_37_12.tif,field,field,62.57%,True
patch_37_13.tif,field,non_field,68.18%,False
patch_37_14.tif,field,non_field,55.99%,False
patch_37_15.tif,field,field,52.11%,True
patch_37_16.tif,field,non_field,59.60%,False
patch_37_17.tif,field,field,65.99%,True
patch_37_18.tif,field,field,66.68%,True
patch_37_19.tif,field,field,58.19%,True
patch_37_20.tif,field,field,64.35%,True
patch_37_21.tif,field,field,96.65%,True
patch_37_22.tif,field,field,81.79%,True
patch_37_23.tif,field,field,54.10%,True
patch_37_24.tif,field,field,54.10%,True
patch_37_25.tif,field,non_field,92.44%,False
patch_37_26.tif,field,non_field,57.20%,False
patch_37_27.tif,field,field,52.52%,True
patch_37_28.tif,field,field,59.85%,True
patch_37_29.tif,field,field,55.85%,True
patch_37_30.tif,field,field,60.85%,True
patch_37_31.tif,field,field,71.18%,True
patch_37_32.tif,field,field,55.78%,True
patch_37_33.tif,field,field,54.29%,True
patch_37_34.tif,field,field,67.48%,True
patch_37_35.tif,field,field,67.88%,True
patch_37_36.tif,field,field,58.52%,True
patch_37_37.tif,field,field,62.39%,True
patch_37_38.tif,field,non_field,77.14%,False
patch_37_39.tif,field,non_field,59.12%,False
patch_37_40.tif,field,field,65.08%,True
patch_37_41.tif,field,field,92.25%,True
patch_37_42.tif,field,field,58.74%,True
patch_37_43.tif,field,field,75.79%,True
patch_37_44.tif,field,non_field,75.20%,False
patch_37_45.tif,field,field,74.83%,True
patch_37_46.tif,field,field,61.98%,True
patch_37_7.tif,field,field,69.14%,True
patch_37_8.tif,field,non_field,59.88%,False
patch_37_9.tif,field,field,80.79%,True
patch_38_10.tif,field,field,76.06%,True
patch_38_11.tif,field,field,60.93%,True
patch_38_12.tif,field,field,72.09%,True
patch_38_13.tif,field,field,96.70%,True
patch_38_14.tif,field,field,79.78%,True
patch_38_15.tif,field,field,78.52%,True
patch_38_16.tif,field,non_field,58.70%,False
patch_38_17.tif,field,field,59.33%,True
patch_38_18.tif,field,non_field,61.79%,False
patch_38_19.tif,field,field,87.53%,True
patch_38_20.tif,field,field,66.67%,True
patch_38_21.tif,field,non_field,62.31%,False
patch_38_22.tif,field,non_field,50.52%,False
patch_38_23.tif,field,field,61.36%,True
patch_38_24.tif,field,field,60.57%,True
patch_38_25.tif,field,non_field,61.25%,False
patch_38_26.tif,field,non_field,91.68%,False
patch_38_27.tif,field,non_field,71.07%,False
patch_38_28.tif,field,non_field,66.36%,False
patch_38_29.tif,field,field,52.85%,True
patch_38_30.tif,field,field,55.97%,True
patch_38_31.tif,field,field,50.13%,True
patch_38_32.tif,field,field,61.20%,True
patch_38_33.tif,field,field,54.68%,True
patch_38_34.tif,field,field,59.44%,True
patch_38_35.tif,field,non_field,69.44%,False
patch_38_36.tif,field,field,56.20%,True
patch_38_37.tif,field,non_field,65.30%,False
patch_38_38.tif,field,field,57.14%,True
patch_38_39.tif,field,non_field,64.59%,False
patch_38_40.tif,field,non_field,73.43%,False
patch_38_41.tif,field,field,87.58%,True
patch_38_42.tif,field,field,65.07%,True
patch_38_43.tif,field,field,89.96%,True
patch_38_44.tif,field,field,80.81%,True
patch_38_45.tif,field,field,86.88%,True
patch_38_46.tif,field,field,72.11%,True
patch_39_16.tif,field,field,74.17%,True
patch_39_19.tif,field,field,56.24%,True
patch_39_20.tif,field,field,79.38%,True
patch_39_21.tif,field,non_field,53.72%,False
patch_39_22.tif,field,non_field,58.23%,False
patch_39_23.tif,field,field,57.16%,True
patch_39_24.tif,field,non_field,58.01%,False
patch_39_25.tif,field,non_field,55.41%,False
patch_39_26.tif,field,non_field,64.96%,False
patch_39_27.tif,field,field,66.47%,True
patch_39_28.tif,field,non_field,52.27%,False
patch_39_29.tif,field,non_field,54.45%,False
patch_39_30.tif,field,field,69.11%,True
patch_39_31.tif,field,field,71.56%,True
patch_39_32.tif,field,field,55.30%,True
patch_39_33.tif,field,field,82.90%,True
patch_39_34.tif,field,non_field,69.31%,False
patch_39_35.tif,field,non_field,83.69%,False
patch_39_36.tif,field,field,66.42%,True
patch_39_37.tif,field,field,56.99%,True
patch_39_38.tif,field,non_field,52.37%,False
patch_39_39.tif,field,non_field,58.80%,False
patch_39_40.tif,field,field,75.32%,True
patch_39_41.tif,field,field,57.43%,True
patch_39_42.tif,field,non_field,55.87%,False
patch_39_43.tif,field,field,57.76%,True
patch_39_44.tif,field,field,71.70%,True
patch_40_27.tif,field,non_field,59.42%,False
patch_40_28.tif,field,non_field,59.11%,False
patch_40_29.tif,field,non_field,57.62%,False
patch_40_30.tif,field,non_field,56.70%,False
patch_40_31.tif,field,field,70.88%,True
patch_40_32.tif,field,non_field,67.14%,False
patch_40_33.tif,field,field,58.18%,True
patch_40_34.tif,field,non_field,68.43%,False
patch_40_35.tif,field,field,59.34%,True
patch_40_36.tif,field,field,84.57%,True
patch_40_37.tif,field,non_field,56.55%,False
patch_40_38.tif,field,non_field,77.05%,False
patch_40_39.tif,field,field,68.65%,True
patch_40_40.tif,field,field,66.71%,True
patch_40_41.tif,field,field,55.92%,True
patch_40_42.tif,field,field,72.47%,True
patch_41_37.tif,field,field,54.39%,True
patch_41_38.tif,field,non_field,67.94%,False
patch_41_39.tif,field,field,66.32%,True
patch_41_40.tif,field,field,81.40%,True
patch_41_41.tif,field,field,67.97%,True
patch_41_42.tif,field,field,79.41%,True
patch_4_43.tif,field,field,80.19%,True
patch_4_44.tif,field,field,54.87%,True
patch_4_45.tif,field,field,77.22%,True
patch_4_47.tif,field,field,73.97%,True
patch_4_48.tif,field,field,75.85%,True
patch_4_49.tif,field,field,86.92%,True
patch_5_32.tif,field,non_field,95.36%,False
patch_5_33.tif,field,non_field,96.24%,False
patch_5_34.tif,field,field,62.22%,True
patch_5_35.tif,field,field,86.91%,True
patch_5_36.tif,field,field,75.41%,True
patch_5_37.tif,field,field,88.35%,True
patch_5_38.tif,field,field,81.84%,True
patch_5_39.tif,field,field,72.20%,True
patch_5_40.tif,field,field,78.11%,True
patch_5_41.tif,field,field,91.95%,True
patch_5_42.tif,field,field,77.74%,True
patch_5_43.tif,field,field,62.03%,True
patch_5_44.tif,field,field,88.08%,True
patch_6_34.tif,field,field,72.99%,True
patch_6_35.tif,field,field,76.26%,True
patch_6_36.tif,field,field,96.09%,True
patch_6_37.tif,field,field,92.11%,True
patch_6_38.tif,field,field,89.12%,True
patch_6_39.tif,field,field,90.62%,True
patch_6_40.tif,field,field,73.38%,True
patch_6_41.tif,field,field,94.54%,True
patch_6_42.tif,field,field,96.12%,True
patch_6_43.tif,field,field,66.03%,True
patch_6_44.tif,field,field,69.11%,True
patch_6_45.tif,field,field,61.68%,True
patch_6_46.tif,field,non_field,81.85%,False
patch_6_47.tif,field,non_field,58.47%,False
patch_6_48.tif,field,field,64.25%,True
patch_6_49.tif,field,non_field,60.70%,False
patch_6_50.tif,field,field,89.54%,True
patch_6_51.tif,field,field,89.28%,True
patch_7_22.tif,field,non_field,67.82%,False
patch_7_23.tif,field,non_field,53.88%,False
patch_7_24.tif,field,non_field,53.11%,False
patch_7_25.tif,field,non_field,95.54%,False
patch_7_33.tif,field,non_field,82.75%,False
patch_7_34.tif,field,non_field,77.90%,False
patch_7_35.tif,field,non_field,82.28%,False
patch_7_36.tif,field,non_field,70.12%,False
patch_7_37.tif,field,field,71.66%,True
patch_7_38.tif,field,non_field,51.23%,False
patch_7_39.tif,field,field,53.90%,True
patch_7_40.tif,field,field,85.50%,True
patch_7_41.tif,field,non_field,57.88%,False
patch_7_42.tif,field,field,97.04%,True
patch_7_43.tif,field,field,64.79%,True
patch_7_44.tif,field,field,67.04%,True
patch_7_45.tif,field,field,74.99%,True
patch_7_46.tif,field,non_field,73.76%,False
patch_7_47.tif,field,non_field,72.69%,False
patch_7_48.tif,field,non_field,69.65%,False
patch_7_49.tif,field,non_field,53.83%,False
patch_7_50.tif,field,non_field,76.53%,False
patch_7_51.tif,field,field,63.14%,True
patch_7_57.tif,field,non_field,84.02%,False
patch_8_12.tif,field,field,58.02%,True
patch_8_13.tif,field,field,69.55%,True
patch_8_14.tif,field,field,73.84%,True
